no;Jenis Penugasan;kluster;ragam;provinsi;kab/kota;latitude;longitude;Tahun Pendataan;Jenis Bantuan;Dampak
719;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Perlengkapan Sekolah;Peningkatan akses pendidikan dan dukungan akademik
720;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Perlengkapan Sekolah;Peningkatan akses pendidikan dan dukungan akademik
721;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Perlengkapan Sekolah;Peningkatan akses pendidikan dan dukungan akademik
722;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Perlengkapan Sekolah;Peningkatan akses pendidikan dan dukungan akademik
723;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Perlengkapan Sekolah;Peningkatan akses pendidikan dan dukungan akademik
724;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Perlengkapan Sekolah;Peningkatan akses pendidikan dan dukungan akademik
725;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Perlengkapan Sekolah;Peningkatan akses pendidikan dan dukungan akademik
726;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Perlengkapan Sekolah;Peningkatan akses pendidikan dan dukungan akademik
727;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Perlengkapan Sekolah;Peningkatan akses pendidikan dan dukungan akademik
728;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Perlengkapan Sekolah;Peningkatan akses pendidikan dan dukungan akademik
729;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Perlengkapan Sekolah;Peningkatan akses pendidikan dan dukungan akademik
730;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Perlengkapan Sekolah;Peningkatan akses pendidikan dan dukungan akademik
731;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Perlengkapan Sekolah;Peningkatan akses pendidikan dan dukungan akademik
732;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
733;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
734;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
735;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
736;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
737;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
738;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
739;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
740;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
741;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
742;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
743;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
744;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
745;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
746;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
747;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
748;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
749;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
750;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
751;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
752;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
753;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
754;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
755;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
756;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
757;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
758;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
759;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
760;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
761;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
762;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
763;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
764;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
765;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
766;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
767;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
768;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
769;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
770;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
771;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
772;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
773;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
774;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
775;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
776;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
777;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
778;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
779;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
780;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
781;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
782;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
783;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
784;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
785;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
786;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
787;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
788;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
789;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
790;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
791;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
792;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
793;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
794;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
795;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
796;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
797;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
798;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
799;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
800;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
801;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
802;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
803;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
804;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
805;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
806;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
807;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
808;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
809;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
810;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
811;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
812;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
813;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
814;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
815;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
816;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
817;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
818;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
819;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
820;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
821;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
822;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
823;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
824;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
825;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
826;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
827;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
828;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
829;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
830;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kota Kupang;-10.21667000;123.60000000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
831;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
832;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
833;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
834;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
835;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
836;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
837;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
838;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
839;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
840;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Kupang;-10.17875700;123.59760300;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
841;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;TTS;-9.47167000;124.80472000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
842;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;TTS;-9.47167000;124.80472000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
843;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;TTS;-9.47167000;124.80472000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
844;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;TTS;-9.47167000;124.80472000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
845;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;TTU;-9.33136000;124.51904000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
846;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;TTU;-9.33136000;124.51904000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
847;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;TTU;-9.33136000;124.51904000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
848;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;TTU;-9.33136000;124.51904000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
849;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
850;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
851;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
852;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Belu;-9.41258000;124.95066000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
853;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Rote Ndao;-10.73617000;123.12054000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
854;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Rote Ndao;-10.73617000;123.12054000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
855;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Rote Ndao;-10.73617000;123.12054000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
856;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Sumba Barat;-9.53913900;119.13906420;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
857;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Sumba Barat;-9.53913900;119.13906420;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
858;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Sumba Barat;-9.53913900;119.13906420;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
859;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Sumba Barat;-9.53913900;119.13906420;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
860;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Sumba Barat;-9.53913900;119.13906420;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
861;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
862;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
863;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
864;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
865;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Sikka;-8.66667000;122.36667000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
866;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Sikka;-8.66667000;122.36667000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
867;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Sikka;-8.66667000;122.36667000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
868;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Sikka;-8.66667000;122.36667000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
869;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Nagekeo;-8.87210000;121.20963000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
870;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Nagekeo;-8.87210000;121.20963000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
871;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Nagekeo;-8.87210000;121.20963000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
872;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Nagekeo;-8.87210000;121.20963000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
873;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Ngada;-8.66667000;121.00000000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
874;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Ngada;-8.66667000;121.00000000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
875;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Ngada;-8.66667000;121.00000000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
876;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
877;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
878;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
879;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2024;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
880;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
881;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
882;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
883;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
884;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
885;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
